id,lable
7587,0.9999210834503174
1040,0.9878153800964355
10854,0.663038969039917
6104,0.9798586368560791
4411,0.7970709800720215
1825,0.5602470636367798
3103,0.9936110377311707
9956,0.8222284317016602
8528,0.9015522003173828
4588,0.9989493489265442
3102,0.963272750377655
12277,0.7813785076141357
995,0.8988663554191589
2864,0.5407992005348206
6800,0.9608056545257568
9433,0.9704195261001587
4731,0.780804455280304
5070,0.9942916631698608
8545,0.9996930360794067
10336,0.722055196762085
8266,0.5093546509742737
1130,0.9972688555717468
10023,0.961965024471283
3063,0.693039059638977
9257,0.7984740138053894
3413,0.9994730353355408
5351,0.9850120544433594
1904,0.9999947547912598
8817,0.8922374844551086
483,0.8289462924003601
5168,0.8557208180427551
8112,0.8305481672286987
4467,0.9957420229911804
3972,0.6479770541191101
11379,0.9997853636741638
4369,0.9972232580184937
1004,0.9985174536705017
6861,0.7242506146430969
2209,0.8078693151473999
10705,0.9931080341339111
5806,0.7491926550865173
6532,0.9874153733253479
12293,0.8524845838546753
327,0.9659866690635681
5693,0.9998695850372314
2395,0.6395057439804077
3955,0.9983940720558167
4054,0.9503799080848694
5857,0.9976550340652466
9632,0.7626567482948303
864,0.8102311491966248
3506,0.7441105246543884
715,0.9937121868133545
9143,0.9372870922088623
7519,0.9950246214866638
10216,0.7866286039352417
4940,0.9197810292243958
12339,0.8154435157775879
8986,0.7710568904876709
1367,0.9185205101966858
10321,0.9966591596603394
11720,0.9995527863502502
10591,0.6988263130187988
7360,0.5352617502212524
12391,0.5344018936157227
10116,0.931475043296814
7752,0.6854352355003357
11953,0.8226263523101807
5101,0.7026941776275635
10178,0.6525338292121887
10039,0.9978433847427368
518,0.8457815647125244
2927,0.8713176250457764
5970,0.7574801445007324
3454,0.9818301796913147
3851,0.9852281808853149
1341,0.9400123357772827
12436,0.7659351825714111
4939,0.6076825261116028
7916,0.7913050055503845
6839,0.9746720790863037
10907,0.9859663844108582
635,0.9569107890129089
5629,0.9131748676300049
6260,0.9280460476875305
790,0.9988850951194763
9882,0.7814629673957825
10520,0.7769048810005188
1433,0.9891523122787476
11069,0.9857189059257507
12300,0.9939572811126709
2774,0.9090587496757507
1236,0.999686598777771
9456,0.783100426197052
4452,0.8112846612930298
10305,0.9952523708343506
2881,0.9990531802177429
6287,0.9796059727668762
10697,0.8174684047698975
7543,0.9876610040664673
3550,0.9965608716011047
4826,0.998275637626648
4108,0.8082062005996704
11164,0.9953776597976685
902,0.7545026540756226
497,0.8607348203659058
9771,0.9332846403121948
6804,0.9892816543579102
2069,0.9952710270881653
4028,0.5881983637809753
5813,0.9569756388664246
11723,0.920159637928009
3952,0.950412929058075
2474,0.9968336224555969
7445,0.9906159043312073
5080,0.964826762676239
9027,0.9763927459716797
3987,0.6953088641166687
7918,0.6842778325080872
5274,0.9791722893714905
10584,0.9262479543685913
9560,0.6708280444145203
3554,0.6997143030166626
4879,0.6195788383483887
9424,0.997579038143158
3722,0.5918806195259094
8072,0.9543249607086182
7785,0.9972901344299316
1647,0.6807329058647156
4242,0.9948481321334839
11502,0.5183311700820923
7214,0.9759010076522827
1186,0.9969032406806946
1443,0.9334191679954529
1144,0.8791539072990417
7671,0.9933841824531555
4407,0.979992687702179
9132,0.8036171793937683
6169,0.986682653427124
1294,0.8257302045822144
4072,0.982829749584198
4120,0.6903526186943054
8892,0.9791585803031921
561,0.5067651271820068
11117,0.9793221354484558
222,0.9656398296356201
1628,0.9414722323417664
591,0.5897991061210632
654,0.9916499853134155
6622,0.9973756074905396
6674,0.9435595870018005
5413,0.9939234852790833
10642,0.9947001934051514
1649,0.5249807238578796
2737,0.8318838477134705
113,0.9552991390228271
796,0.6003038883209229
4098,0.899863064289093
6480,0.9977499842643738
11923,0.9994767308235168
44,0.5151478052139282
6659,0.9975665807723999
8430,0.9128081202507019
3361,0.9180763959884644
5905,0.9956641793251038
1328,0.5101932883262634
5597,0.8613899350166321
7601,0.6614012718200684
6976,0.6926659941673279
2910,0.9708378314971924
11670,0.9983084201812744
10566,0.9955525994300842
1876,0.8454652428627014
9306,0.5187445282936096
9631,0.9226778745651245
2422,0.7349803447723389
8727,0.5175746083259583
11770,0.730130672454834
3837,0.6853751540184021
6084,0.9448871612548828
1445,0.9410264492034912
8579,0.9937206506729126
